reference,planning-application,planning-condition,documentation-url,document-url,organisation,notes,entry-date,start-date,end-date
23/02511/FUL-1,23/02511/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02511/FUL,,local-authority:DNC,,2024-01-29,2024-01-29,
23/02511/FUL-2,23/02511/FUL,U0118205,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02511/FUL,,local-authority:DNC,,2024-01-29,2024-01-29,
23/02511/FUL-3,23/02511/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02511/FUL,,local-authority:DNC,,2024-01-29,2024-01-29,
23/02511/FUL-4,23/02511/FUL,HIGH1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02511/FUL,,local-authority:DNC,,2024-01-29,2024-01-29,
23/02513/FUL-1,23/02513/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-2,23/02513/FUL,U0119599,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-3,23/02513/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-4,23/02513/FUL,U0119600,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-5,23/02513/FUL,U0119601,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-6,23/02513/FUL,NOPD1B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02513/FUL-7,23/02513/FUL,NOPD3B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02513/FUL,,local-authority:DNC,,2024-02-28,2024-02-28,
23/02516/FUL-1,23/02516/FUL,U0118465,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-2,23/02516/FUL,U0118466,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-3,23/02516/FUL,U0118467,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-4,23/02516/FUL,U0118468,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-5,23/02516/FUL,U0118469,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-6,23/02516/FUL,U0118470,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-7,23/02516/FUL,U0118471,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-8,23/02516/FUL,U0118472,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-9,23/02516/FUL,U0118473,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-10,23/02516/FUL,U0118474,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-11,23/02516/FUL,U0118475,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-12,23/02516/FUL,U0118476,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-13,23/02516/FUL,U0118477,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-14,23/02516/FUL,U0118478,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-15,23/02516/FUL,U0118479,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-16,23/02516/FUL,U0118480,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-17,23/02516/FUL,U0118481,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02516/FUL-18,23/02516/FUL,U0118482,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02516/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
23/02517/FUL-1,23/02517/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02517/FUL,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02517/FUL-2,23/02517/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02517/FUL,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02517/FUL-3,23/02517/FUL,U0117199,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02517/FUL,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02518/TPO-1,23/02518/TPO,U0130446,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02518/TPO,,local-authority:DNC,,2024-01-08,2024-01-08,
23/02518/TPO-2,23/02518/TPO,U0130447,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02518/TPO,,local-authority:DNC,,2024-01-08,2024-01-08,
23/02518/TPO-3,23/02518/TPO,U0130448,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02518/TPO,,local-authority:DNC,,2024-01-08,2024-01-08,
23/02518/TPO-4,23/02518/TPO,U0130449,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02518/TPO,,local-authority:DNC,,2024-01-08,2024-01-08,
23/02518/TPO-5,23/02518/TPO,U0130450,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02518/TPO,,local-authority:DNC,,2024-01-08,2024-01-08,
23/02521/FUL-1,23/02521/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02521/FUL,,local-authority:DNC,,2024-02-09,2024-02-09,
23/02521/FUL-2,23/02521/FUL,U0118607,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02521/FUL,,local-authority:DNC,,2024-02-09,2024-02-09,
23/02521/FUL-3,23/02521/FUL,U0118608,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02521/FUL,,local-authority:DNC,,2024-02-09,2024-02-09,
23/02522/FUL-1,23/02522/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02522/FUL-2,23/02522/FUL,U0127745,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02522/FUL-3,23/02522/FUL,U0127746,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02522/FUL-4,23/02522/FUL,U0127747,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02522/FUL-5,23/02522/FUL,U0127748,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02522/FUL-6,23/02522/FUL,U0127749,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02522/FUL,,local-authority:DNC,,2024-10-17,2024-10-17,
23/02523/FUL-1,23/02523/FUL,U0119625,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-2,23/02523/FUL,HIGH1A,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-3,23/02523/FUL,HIGH3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-4,23/02523/FUL,U0119626,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-5,23/02523/FUL,U0119627,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-6,23/02523/FUL,U0119628,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-7,23/02523/FUL,U0119629,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-8,23/02523/FUL,CON3B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02523/FUL-9,23/02523/FUL,U0119630,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02523/FUL,,local-authority:DNC,,2024-03-04,2024-03-04,
23/02526/FUL-1,23/02526/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02526/FUL,,local-authority:DNC,,2024-02-27,2024-02-27,
23/02526/FUL-2,23/02526/FUL,U0119375,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02526/FUL,,local-authority:DNC,,2024-02-27,2024-02-27,
23/02526/FUL-3,23/02526/FUL,U0119376,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02526/FUL,,local-authority:DNC,,2024-02-27,2024-02-27,
23/02527/FUL-1,23/02527/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02527/FUL,,local-authority:DNC,,2024-05-24,2024-05-24,
23/02527/FUL-2,23/02527/FUL,U0122435,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02527/FUL,,local-authority:DNC,,2024-05-24,2024-05-24,
23/02527/FUL-3,23/02527/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02527/FUL,,local-authority:DNC,,2024-05-24,2024-05-24,
23/02527/FUL-4,23/02527/FUL,U0122436,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02527/FUL,,local-authority:DNC,,2024-05-24,2024-05-24,
23/02530/FUL-1,23/02530/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02530/FUL-2,23/02530/FUL,U0117640,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02530/FUL-3,23/02530/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02530/FUL-4,23/02530/FUL,U0117641,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02530/FUL-5,23/02530/FUL,FA01,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02530/FUL-6,23/02530/FUL,FA02,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02530/FUL,,local-authority:DNC,,2024-01-22,2024-01-22,
23/02532/FULM-1,23/02532/FULM,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-2,23/02532/FULM,U0130629,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-3,23/02532/FULM,U0130630,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-4,23/02532/FULM,U0130631,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-5,23/02532/FULM,U0130632,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-6,23/02532/FULM,U0130633,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-7,23/02532/FULM,U0130634,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-8,23/02532/FULM,U0130635,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-9,23/02532/FULM,U0130636,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-10,23/02532/FULM,U0130637,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-11,23/02532/FULM,U0130638,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-12,23/02532/FULM,CON1C,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-13,23/02532/FULM,CON2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-14,23/02532/FULM,CON3B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-15,23/02532/FULM,DA01,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-16,23/02532/FULM,HIGH1A,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-17,23/02532/FULM,U0130639,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-18,23/02532/FULM,HIGH3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-19,23/02532/FULM,U0130640,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02532/FULM-20,23/02532/FULM,U0130641,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02532/FULM,,local-authority:DNC,,2024-12-12,2024-12-12,
23/02533/ADV-1,23/02533/ADV,ADVTIA,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02533/ADV-2,23/02533/ADV,ADVT2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02533/ADV-3,23/02533/ADV,ADVT3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02533/ADV-4,23/02533/ADV,ADVT4,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02533/ADV-5,23/02533/ADV,ADVT5,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02533/ADV-6,23/02533/ADV,ADVT6,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02533/ADV,,local-authority:DNC,,2024-01-10,2024-01-10,
23/02534/FUL-1,23/02534/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02534/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
23/02534/FUL-2,23/02534/FUL,U0120193,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02534/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
23/02534/FUL-3,23/02534/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02534/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
23/02534/FUL-4,23/02534/FUL,U0120194,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02534/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
23/02541/FUL-1,23/02541/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02541/FUL,,local-authority:DNC,,2024-08-14,2024-08-14,
23/02541/FUL-2,23/02541/FUL,U0125811,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02541/FUL,,local-authority:DNC,,2024-08-14,2024-08-14,
23/02541/FUL-3,23/02541/FUL,U0125812,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02541/FUL,,local-authority:DNC,,2024-08-14,2024-08-14,
23/02542/FUL-1,23/02542/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02542/FUL,,local-authority:DNC,,2024-01-24,2024-01-24,
23/02542/FUL-2,23/02542/FUL,U0117850,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02542/FUL,,local-authority:DNC,,2024-01-24,2024-01-24,
23/02543/FUL-1,23/02543/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02543/FUL,,local-authority:DNC,,2024-01-15,2024-01-15,
23/02543/FUL-2,23/02543/FUL,U0117314,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02543/FUL,,local-authority:DNC,,2024-01-15,2024-01-15,
23/02544/FUL-1,23/02544/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02544/FUL,,local-authority:DNC,,2024-01-23,2024-01-23,
23/02544/FUL-2,23/02544/FUL,U0117693,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02544/FUL,,local-authority:DNC,,2024-01-23,2024-01-23,
23/02544/FUL-3,23/02544/FUL,U0117694,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02544/FUL,,local-authority:DNC,,2024-01-23,2024-01-23,
23/02544/FUL-4,23/02544/FUL,NOPD1B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02544/FUL,,local-authority:DNC,,2024-01-23,2024-01-23,
23/02547/FUL-1,23/02547/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=23/02547/FUL,,local-authority:DNC,,2024-03-20,2024-03-20,
